,beer_beerid,beer_name,brewery_name
228452,9827,Southampton Foreign Extra Stout,Southampton Publick House
228457,4568,Southampton West Coast Steam Beer,Southampton Publick House
228467,9985,Trappist Pale Ale,Southampton Publick House
228566,16376,Corne Du Diable,Brasserie Dieu Du Ciel
228953,18272,Dernière Volonté,Brasserie Dieu Du Ciel
229004,2497,Leute Bok,Brouwerij Van Steenberge N.V.
229034,73594,Muizenbier Bruin,Brouwerij Van Steenberge N.V.
229151,7975,Bière Du Boucanier Golden,Brouwerij Van Steenberge N.V.
229178,20061,Piranha Pale Ale,BJ's Restaurant & Brewhouse
229190,9091,Aviator Red,Flying Bison Brewing Company
229324,52652,Southampton North Fork Fresh Hop,Southampton Publick House
229329,39545,Castlemaine XXXX (UK Licenced Brew),Castlemaine Perkins
229330,1531,Carbine Stout,Castlemaine Perkins
229334,41773,XXXX Export Gold,Castlemaine Perkins
229342,1530,XXXX Gold,Castlemaine Perkins
229345,1527,XXXX Bitter,Castlemaine Perkins
229364,37057,Gulf Lager,Castlemaine Perkins
229389,14104,Castlemaine XXXX Off The Wood,Castlemaine Perkins
229390,37210,XXXX Special Brew,Castlemaine Perkins
229391,1529,XXXX DL Lager,Castlemaine Perkins
229394,61457,XXXX Summer Bright Lager,Castlemaine Perkins
229397,66788,Chocolate Porter,Angry Cedar Brewing Company
229400,67814,Angry Amber Ale,Angry Cedar Brewing Company
229473,7535,Het Kerstbier (Green Cap),Brouwerij 't Gaverhopke
229485,6611,'t Gaverhopke Den Bruin 8° (Blue Cap),Brouwerij 't Gaverhopke
229488,71938,'t Gaverhopke / Tired Hands Bitter Sweet Symphony,Brouwerij 't Gaverhopke
229490,48572,'t Gaverhopke Zingende Blondine,Brouwerij 't Gaverhopke
229501,64091,Koerseklakske,Brouwerij 't Gaverhopke
229520,27235,'t Gaverhopke De Kriek (Red Cap),Brouwerij 't Gaverhopke
229521,71936,Bitter Sweet Symphony,Brouwerij 't Gaverhopke
229537,27236,Het Paasbier (Green Cap),Brouwerij 't Gaverhopke
229539,6610,'t Gaverhopke Den Blond 8° (White Cap),Brouwerij 't Gaverhopke
229545,7320,Oatmeal Porter,Jämtlands Bryggeri AB
229556,8794,Pilgrim,Jämtlands Bryggeri AB
229567,7643,Hell,Jämtlands Bryggeri AB
229569,7974,Fallen Angel Bitter,Jämtlands Bryggeri AB
229586,41603,Påsköl (2008),Jämtlands Bryggeri AB
229589,8684,President,Jämtlands Bryggeri AB
229596,61855,Steamer,Jämtlands Bryggeri AB
229597,7885,Postiljon,Jämtlands Bryggeri AB
229609,47424,Jämtlands India Pale Ale,Jämtlands Bryggeri AB
229611,19786,Weiss President,Jämtlands Bryggeri AB
229615,26259,Appel Weissen,Jämtlands Bryggeri AB
229616,8793,"Påsköl (-2007, 2010-)",Jämtlands Bryggeri AB
229620,7907,Bärnsten,Jämtlands Bryggeri AB
229628,8792,Julöl,Jämtlands Bryggeri AB
229644,32399,Tiotaggare,Jämtlands Bryggeri AB
229645,8791,Heaven,Jämtlands Bryggeri AB
229648,20122,Anniversary Ale,Jämtlands Bryggeri AB
229650,22578,Påsköl 2005,Jämtlands Bryggeri AB
229651,22299,Valborg Vårbrygd,Jämtlands Bryggeri AB
229660,21487,Påsköl 2003,Jämtlands Bryggeri AB
229661,64482,Mandarin Orange Amber Ale,Dead Frog Brewing
229665,65770,Citra IPA,Dead Frog Brewing
229677,29798,Czech Pilsner,Brewsters Brewing Company & Restaurant - Eleventh Avenue
229681,71985,Toasted Coconut Wit,Dead Frog Brewing
229686,63861,Christmas Beeracle,Dead Frog Brewing
229687,50064,Honey Brown,Dead Frog Brewing
229692,56625,2½ Anniversary Ale,Dead Frog Brewing
229693,65680,Chocolate Mint Brown Ale,Dead Frog Brewing
229710,47664,Lager,Dead Frog Brewing
229716,37938,Pale Ale,Dead Frog Brewing
229725,75198,Fusion Hopped IPA,Dead Frog Brewing
229729,60699,Pepper Lime Lager,Dead Frog Brewing
229732,32713,Nut Brown Ale,Dead Frog Brewing
229744,72276,Fusion Hopped Pilsner,Dead Frog Brewing
229746,47770,Big Bulge Saison,Brewsters Brewing Company & Restaurant - Eleventh Avenue
229752,30871,Blueberry Wheat Ale,Brewsters Brewing Company & Restaurant - Eleventh Avenue
229754,66730,Espresso Porter,Brewsters Brewing Company & Restaurant - Eleventh Avenue
229755,30873,River City Raspberry Ale,Brewsters Brewing Company & Restaurant - Eleventh Avenue
229756,34992,Christmas Wit,Brewsters Brewing Company & Restaurant - Eleventh Avenue
229757,67929,Double Chocolate Brown Ale,Brewsters Brewing Company & Restaurant - Eleventh Avenue
229758,63633,Farmer's Tan White Ale,Brewsters Brewing Company & Restaurant - Eleventh Avenue
229759,31498,Wild West Wheat Ale,Brewsters Brewing Company & Restaurant - Eleventh Avenue
229760,30872,Bighorn Bitter Ale,Brewsters Brewing Company & Restaurant - Eleventh Avenue
229762,54508,Blue Monk Barleywine,Brewsters Brewing Company & Restaurant - Eleventh Avenue
229763,31499,Maibock,Brewsters Brewing Company & Restaurant - Eleventh Avenue
229765,29799,Rig Pig Pale Ale,Brewsters Brewing Company & Restaurant - Eleventh Avenue
229769,31500,Hammerhead Red Ale,Brewsters Brewing Company & Restaurant - Eleventh Avenue
229777,74362,Hop Soup,Market Garden Brewery
229779,72400,Cluster Fuggle IPA,Market Garden Brewery
229782,72830,Viking Pale Ale,Market Garden Brewery
229783,72395,Old-School American Lager,Market Garden Brewery
229784,74138,Market Centennial Extra IPA,Market Garden Brewery
229785,72398,St. Emeric's Stout,Market Garden Brewery
229786,70748,Wallace Tavern Scotch Ale,Market Garden Brewery
229788,63239,Piraat 9,Brouwerij Van Steenberge N.V.
229792,17857,Sangano Ambree,Brouwerij Van Steenberge N.V.
229793,18132,Sparta Pils,Brouwerij Van Steenberge N.V.
229796,19034,La Poudreuse,Brouwerij Van Steenberge N.V.
229797,71610,Waagstuk,Brouwerij Van Steenberge N.V.
229798,17745,Brussels Framboos,Brouwerij Van Steenberge N.V.
229802,26986,Maerlant Damse Triple,Brouwerij Van Steenberge N.V.
229803,34583,Steengoed,Brouwerij Van Steenberge N.V.
229804,7877,Celis White,Brouwerij Van Steenberge N.V.
229831,62107,St Adriaans Donker,Brouwerij Van Steenberge N.V.
229881,16546,Summer Beer,Flying Bison Brewing Company
229920,68431,Tulune's Abby Brown,Brouwerij Van Steenberge N.V.
230039,5932,Traverse Brewing Sleeping Bear Brown Ale,Traverse Brewing Company
230159,16507,Ruby Lager,Judge Baldwin's Brewing Company
230285,43725,Klokke Roeland,Brouwerij Van Steenberge N.V.
230323,18000,Wilson Mild Stout,Brouwerij Van Steenberge N.V.
230332,58474,Bios Hop & Mout,Brouwerij Van Steenberge N.V.
230334,16494,Dark Alt,Judge Baldwin's Brewing Company
230510,48634,La Dame De Montsoreau,Brasserie des Fontaines
230681,48636,La Fosse Blonde,Brasserie des Fontaines
230709,58164,Pecora Nera,Birrificio Geco
230833,72998,Mystic Saison,Mystic Brewery
230880,66094,Bière Du Boucanier Caribbean Ale,Brouwerij Van Steenberge N.V.
231196,6423,Bios Kriek,Brouwerij Van Steenberge N.V.
231208,47408,HEAD TRIP (Fat Head's Belgian Tripel),Brouwerij Van Steenberge N.V.
231209,12959,Keizersberg Abbey Ale,Brouwerij Van Steenberge N.V.
231214,12783,Uilenspiegl Bier,Brouwerij Van Steenberge N.V.
231224,41724,Steenberge Witte,Brouwerij Van Steenberge N.V.
231225,46656,Boucanier Christmas,Brouwerij Van Steenberge N.V.
231228,9302,Caporal,Brouwerij Van Steenberge N.V.
231233,71127,Silvius Brabo Tripel,Brouwerij Van Steenberge N.V.
231240,13820,St. Adriaans Blond,Brouwerij Van Steenberge N.V.
231242,17746,Brussels Kriek,Brouwerij Van Steenberge N.V.
231287,1673,Flying Horse Royal Lager,United Breweries - UB Group
231306,16106,Elm City Lager,New England Brewing Co.
231519,2617,Ramstein Classic,High Point Brewing Company
231531,10138,Ertvelds Wit,Brouwerij Van Steenberge N.V.
231579,33803,Gulden Draak Vintage,Brouwerij Van Steenberge N.V.
231653,2500,Cherish Raspberry Lambic,Brouwerij Van Steenberge N.V.
231682,74991,Gulden Draak Black,Brouwerij Van Steenberge N.V.
231744,12957,Gentse Tripel,Brouwerij Van Steenberge N.V.
231757,13332,Yersekes Mosselbier,Brouwerij Van Steenberge N.V.
231776,58025,Chakra,Brouwerij Van Steenberge N.V.
231804,32200,Imperial Porter,Flying Bison Brewing Company
231813,40730,Twain's Three Lies Imperial Stout,Twain's Billiards and Tap
232286,10073,Robson Street Hefeweizen,Granville Island Brewery
232313,11453,Gastown Amber Ale,Granville Island Brewery
232450,2499,Cherish Peach Lambic,Brouwerij Van Steenberge N.V.
232511,52855,Raging Bitch Belgian-Style IPA,Flying Dog Brewery
232586,2151,Tire Bite Golden Ale,Flying Dog Brewery
232719,1213,Doggie Style Classic Pale Ale,Flying Dog Brewery
232772,19374,Dragonne Blonde,Brouwerij Van Steenberge N.V.
232947,11158,Cypress Honey Lager,Granville Island Brewery
233644,2743,Ramstein Winter Wheat,High Point Brewing Company
233654,20283,Lions Winter Ale,Granville Island Brewery
233827,44208,Wit,Granville Island Brewery
233848,25697,Tikka Gold,Brouwerij Van Steenberge N.V.
233879,73671,Mammelokker,Brouwerij Van Steenberge N.V.
233981,9215,Kitsilano Maple Cream Ale,Granville Island Brewery
234041,31927,Raspberry Wheat Ale,Granville Island Brewery
234258,54453,Augustijn Blond,Brouwerij Van Steenberge N.V.
234264,13889,Tripel Van De Garre,Brouwerij Van Steenberge N.V.
234303,39865,Zwijntje,Brouwerij Van Steenberge N.V.
234340,57684,Augustijn Brune,Brouwerij Van Steenberge N.V.
234362,71973,Gulden Draak Quad,Brouwerij Van Steenberge N.V.
234366,19035,La Grole,Brouwerij Van Steenberge N.V.
234367,8257,Celis Pale Bock,Brouwerij Van Steenberge N.V.
234368,39260,Over The Edge,Brouwerij Van Steenberge N.V.
234384,21391,Croy Dubbel,Brouwerij Van Steenberge N.V.
234386,20237,Bière Du Boucanier Red,Brouwerij Van Steenberge N.V.
234493,30527,Old Buccaneer Reserve,Brouwerij Van Steenberge N.V.
234495,7930,Atomium Grand Cru,Brouwerij Van Steenberge N.V.
234569,17716,Brussels Perzik,Brouwerij Van Steenberge N.V.
234572,24513,Croy Blond,Brouwerij Van Steenberge N.V.
234643,58458,Pionnière,Brasserie Dieu Du Ciel
234711,44668,Complice,Brasserie Dieu Du Ciel
234733,10325,Péché Mortel (Imperial Stout Au Cafe),Brasserie Dieu Du Ciel
235024,3490,Augustijn Grand Cru,Brouwerij Van Steenberge N.V.
235172,12947,Blondine,Brouwerij Van Steenberge N.V.
235174,12949,Brunette,Brouwerij Van Steenberge N.V.
235427,71126,Silvius Brabo Bruin,Brouwerij Van Steenberge N.V.
235432,73593,Muizenbier Blonde,Brouwerij Van Steenberge N.V.
235433,42481,Schnitzerbräu Hirse Premium,Schnitzerbräu
235435,58342,Weissbier-Bock,Brauerei Blauer Löwe
235436,35213,Double Bird Of Prey IPA,Flying Bison Brewing Company
235439,18605,Barley Wine,Flying Bison Brewing Company
235442,33551,Blizzard Bock,Flying Bison Brewing Company
235453,49147,Polonia Pils,Flying Bison Brewing Company
235456,28496,"The ""Herc"" C-130 Strong Ale",Flying Bison Brewing Company
235474,41921,Warbird,Flying Bison Brewing Company
235476,69077,11th Anniversary Pale Ale ( Project XI ),Flying Bison Brewing Company
235478,44811,Sunrise Amber,Flying Bison Brewing Company
235479,32197,Buffalo Lager,Flying Bison Brewing Company
235508,14663,Skye Pilot Scotch Ale,Flying Bison Brewing Company
235526,18606,Propeller Nut Brown,Flying Bison Brewing Company
235531,7612,Blackbird Oatmeal Stout,Flying Bison Brewing Company
235638,42500,Mr. Goodbar University Dunkel,Flying Bison Brewing Company
235639,30528,Barrel Roll Bock,Flying Bison Brewing Company
235652,26781,Birra Al Farro,Birrificio Artigiano - Orzo Bruno
235654,26780,Gorgona,Birrificio Artigiano - Orzo Bruno
235655,26681,Valdera Rossa,Birrificio Artigiano - Orzo Bruno
235656,26680,Martesana,Birrificio Artigiano - Orzo Bruno
235657,38658,Imperial India Pale Ale,Laht Neppur Brewing Company
235658,38649,Oatmeal Porter,Laht Neppur Brewing Company
235659,38648,Neddy's Brown Nut,Laht Neppur Brewing Company
235660,49420,Scottish Ale,Laht Neppur Brewing Company
235663,38629,Apricot Hefeweizen,Laht Neppur Brewing Company
235665,38645,Katie's Kölsch,Laht Neppur Brewing Company
235668,38647,Mike's Golden Ale,Laht Neppur Brewing Company
235669,66501,Toe Tingler Stout,Laht Neppur Brewing Company
235670,65158,Winter Warmer,Laht Neppur Brewing Company
235671,38656,Cream Stout,Laht Neppur Brewing Company
235673,38644,Pale Ale,Laht Neppur Brewing Company
235674,17477,Birra Del Vecchio Calabrese,Prodel S.r.l
235679,60917,Mowmasters Ultra Pale Ale,Ellicottville Brewing Co.
235685,19299,Modelo Daze,Heavenly Daze Brewery and Grill
235686,19295,El Rey Original Cerveza,Heavenly Daze Brewery and Grill
235687,19300,Backpacker I.P.A.,Heavenly Daze Brewery and Grill
235689,76339,Cattarraugus County Cuvee,Ellicottville Brewing Co.
235697,1983,Pale Ale,Ellicottville Brewing Co.
235703,39622,Ellicottville Dunkelweizen,Ellicottville Brewing Co.
235704,1984,Nut Brown Ale,Ellicottville Brewing Co.
235762,66074,16.0,Ellicottville Brewing Co.
235764,13318,Hefewizen,Ellicottville Brewing Co.
235765,59907,15.0,Ellicottville Brewing Co.
235766,12140,Black Jack Stout,Ellicottville Brewing Co.
235776,42121,Chocolate Cherry Bomb Imperial Stout,Ellicottville Brewing Co.
235789,41249,Ellicottville EVL Winter Brew,Ellicottville Brewing Co.
235791,29642,FranklinStein,Ellicottville Brewing Co.
235792,21956,9303 German Red Ale,Ellicottville Brewing Co.
235801,42200,Blueberry Wheat Beer,Ellicottville Brewing Co.
235828,52086,Imperial Raspberry Beret,Ellicottville Brewing Co.
235830,24323,Doppelbock,Ellicottville Brewing Co.
235894,60652,Summer Wheat,Ellicottville Brewing Co.
235895,8055,Ellicottville Porter,Ellicottville Brewing Co.
235896,38610,Ellicottville Octoberfest Lager,Ellicottville Brewing Co.
235907,29641,Two Brothers Pale Ale,Ellicottville Brewing Co.
235913,37190,El Gordo Burro,Ellicottville Brewing Co.
235914,13319,Toasted Lager,Ellicottville Brewing Co.
235915,47981,Pantius Droppus,Ellicottville Brewing Co.
235946,64057,Winter Witte,Ellicottville Brewing Co.
235952,13317,Steam Roller,Ellicottville Brewing Co.
235962,29652,Brown Suga,Ellicottville Brewing Co.
235963,48917,Hey Guy Imperial Pale,Ellicottville Brewing Co.
235966,46092,Ellicottville Double Fest Imperial Munich Style Helles Lager,Ellicottville Brewing Co.
235967,37191,Samsquanch,Ellicottville Brewing Co.
235968,18053,American Wheat,Nagisa Beer K.K.
235969,54878,Pale Ale,Nagisa Beer K.K.
235970,68686,Tatonka Stout,BJ's Restaurant And Brewhouse
235971,27957,Porter,Porter Brewing Co. Ltd.
235972,42004,Twain's Oak-Merlot Trippel,Twain's Billiards and Tap
235973,45338,Twain's Oak-Aged Sour Kristall Weizen,Twain's Billiards and Tap
235977,44380,Twain's Comfort Extra Special Pale Ale,Twain's Billiards and Tap
235979,73695,Radical Raspberry Porter,Twain's Billiards and Tap
235980,47092,Twain's Second Suit Pale Ale,Twain's Billiards and Tap
235982,47243,Twain's Thirty Days Belgian Black,Twain's Billiards and Tap
235983,50705,Twain's Sarahmonial Saison,Twain's Billiards and Tap
235987,40544,Twain's Impy Stout,Twain's Billiards and Tap
235988,45503,Twain's Cinnamon Honest Lender,Twain's Billiards and Tap
235989,46759,Twain's Moral Sense American Wheat,Twain's Billiards and Tap
235990,44381,Twain's Wit And Humor Bavarian Wheat,Twain's Billiards and Tap
235991,47724,Twain's Mr. Edisons Ale,Twain's Billiards and Tap
235992,47737,Twain's Inauguration Brown Ale,Twain's Billiards and Tap
235993,45337,Twain's Honest Lender Imperial Brown,Twain's Billiards and Tap
235996,75734,Pep-e Saison,Twain's Billiards and Tap
235997,43495,Twain's Bull Frog IPA,Twain's Billiards and Tap
236003,45657,Twain's Coffee Stout,Twain's Billiards and Tap
236006,45861,Twain's Gingerbread Brown Ale,Twain's Billiards and Tap
236010,45926,Twain's Ballot Box Brown,Twain's Billiards and Tap
236011,44816,Twain's XL Double IPA,Twain's Billiards and Tap
236019,40949,Twain's Happy Pale,Twain's Billiards and Tap
236024,34954,Twain's Mad Happy Pale Ale,Twain's Billiards and Tap
236032,44317,Twain's Tidy Soul Dunkelweiss,Twain's Billiards and Tap
236038,45658,Twain's Stubborn River Bitter,Twain's Billiards and Tap
236043,30653,Finn's Hall Porter,Beowulf Brewing Company
236044,28783,Heroes Bitter,Beowulf Brewing Company
236045,33696,Dragon Smoke Stout,Beowulf Brewing Company
236047,30787,Empirical Staught,Steffans Aldergrove Brewery
236059,42094,Brown Eyed Girl,Steffans Aldergrove Brewery
236062,30748,American Style Pale Ale,Steffans Aldergrove Brewery
236065,40691,Auld Persnickety Barleywine Ale,Steffans Aldergrove Brewery
236066,42242,Maerzen Oktoberfest,Steffans Aldergrove Brewery
236077,15711,Bayerwald Brotzeitbier,Brauerei Hacklberg
236078,69875,Hacklberg Dultfestbier,Brauerei Hacklberg
236079,15632,Hacklberg Jubiläumsbier,Brauerei Hacklberg
236080,15501,Hacklberg Hefeweizen,Brauerei Hacklberg
236081,12278,Hacklberg Urhell,Brauerei Hacklberg
236082,58055,Hacklberg Dunkel,Brauerei Hacklberg
236083,42628,Hacklberg Jakobi Weißbier Hell,Brauerei Hacklberg
236085,21102,Kharkhorin,Apu Brewery
236087,48819,Baadog,Apu Brewery
236088,16932,Borgio,Apu Brewery
236090,56021,Barrio Scottish Red,Barrio Brewing Company
236092,71662,Barrio Rae's Red,Barrio Brewing Company
236093,59500,Barrio Taylor Jayne's Raspberry Ale,Barrio Brewing Company
236094,56926,Barrio Dos Hermanos Dunkel Weizen,Barrio Brewing Company
236096,51191,Barrio IPA,Barrio Brewing Company
236099,58747,Barrio Oatmeal Stout,Barrio Brewing Company
236100,48891,Barrio NCAAle,Barrio Brewing Company
236102,71585,Barrio Holla Bock,Barrio Brewing Company
236104,46715,Barrio Double IPA,Barrio Brewing Company
236105,64667,Barrio Harvest Porter,Barrio Brewing Company
236106,50582,Barrio Smoked Porter,Barrio Brewing Company
236107,46714,Barrio ESB,Barrio Brewing Company
236108,56639,Barrio Father Joe's Penitential Ale,Barrio Brewing Company
236147,18229,Nut Brown Ale,Granville Island Brewery
236157,66874,Irish Red,Granville Island Brewery
236159,53381,Pumpkin Ale,Granville Island Brewery
236167,9160,Killarney Stout,Granville Island Brewery
236170,44830,Belgian Blonde Ale,Granville Island Brewery
236178,18357,Pilsner,Granville Island Brewery
236185,2390,Christmas Ale,Granville Island Brewery
236188,9127,Granville Island Scottish Ale,Granville Island Brewery
236196,46128,Jolly Abbott,Granville Island Brewery
236204,18496,King Tut's Tipple,Granville Island Brewery
236205,13303,Oktoberfest,Granville Island Brewery
236223,70176,Burning Beaver,Big Beaver Brewing Co.
236236,8423,Emily Alt Beer,Granville Island Brewery
236237,24423,Natural Draft,Granville Island Brewery
236238,65684,Scottish Ale,Granville Island Brewery
236240,20636,Merry Monks  Dopplebock,Granville Island Brewery
236245,17556,India Pale Ale,Granville Island Brewery
236270,18469,Twenty,Granville Island Brewery
236271,55813,Rogers Chocolate Stout,Granville Island Brewery
236277,67897,Imperial IPA,Granville Island Brewery
236314,66817,Palimino Pale Ale,Granville Island Brewery
236317,9983,GI Bitter,Granville Island Brewery
236364,71388,False Creek Raspberry Ale,Granville Island Brewery
236370,62956,Fresh Hop ESB,Granville Island Brewery
236377,47645,Porter,Granville Island Brewery
